"";"TournamentName";"TournamentStart";"TournamentEnd";"maxParticipants";"TournamentCountry";"TournamentPostalCode";"TournamentCity";"TournamentStreet";"TournamentPlace";"Rank";"TeamName";"TeamCountry";"TeamCity";"nParticipants";"TournamentID";"TournamentLongitude";"TournamentLatitude";"nParticipations";"TeamID";"TeamLongitude";"TeamLatitude"
"2449";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";9;"Mainzer Amateure";"Deutschland";"Mainz";22;178;NA;NA;2;279;8,2710237;49,9999952
"2450";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";9;"Affen mit Waffen";"Deutschland";"Sulzbach-Rosenberg";22;178;NA;NA;36;7;11,7470259;49,4992468
"2451";"3. Deutsche Meisterschaft fÃÂ¼r Kinder- und Jugendmannschaften -Kinderturnier-";2016-06-04 09:00:00;2016-06-05 16:00:00;12;"Deutschland";"23847";"Rethwisch";"Buchrader Weg 2";"Sportplatz des VfL Rethwisch";10;"TSV Rudow Kids";"Deutschland";"Berlin";10;180;10,4401006536605;53,78423965;1;440;13,3888599;52,5170365
"2452";"3. Deutsche Meisterschaft fÃÂ¼r Kinder- und Jugendmannschaften -Jugendturnier-";2016-06-04 09:00:00;2016-06-05 16:00:00;13;"Deutschland";"23847";"Rethwisch";"Buchrader Weg 2";"Sportplatz des VfL Rethwisch";10;"Global Jugger";"Deutschland";"NÃ¼rnberg";13;179;10,4401006536605;53,78423965;1;147;12,9118642;48,3619187
"2453";"3. Deutsche Meisterschaft fÃÂ¼r Kinder- und Jugendmannschaften -Jugendturnier-";2016-06-04 09:00:00;2016-06-05 16:00:00;13;"Deutschland";"23847";"Rethwisch";"Buchrader Weg 2";"Sportplatz des VfL Rethwisch";11;"Out of Order";"Deutschland";"Rethwisch";13;179;10,4401006536605;53,78423965;8;318;10,4447553;53,7828378
"2454";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";11;"Jugger Helden Bamberg";"Deutschland";"Bamberg";22;178;NA;NA;22;205;10,8876149;49,8926723
"2455";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";12;"Bob Jugger";"Deutschland";"Karlsruhe";22;178;NA;NA;7;47;7,2931076;51,1525383
"2456";"3. Deutsche Meisterschaft fÃÂ¼r Kinder- und Jugendmannschaften -Jugendturnier-";2016-06-04 09:00:00;2016-06-05 16:00:00;13;"Deutschland";"23847";"Rethwisch";"Buchrader Weg 2";"Sportplatz des VfL Rethwisch";12;"Die Rote Hand";"Deutschland";"Rohlstorf";13;179;10,4401006536605;53,78423965;2;93;10,4067958;53,9709903
"2457";"3. Deutsche Meisterschaft fÃÂ¼r Kinder- und Jugendmannschaften -Jugendturnier-";2016-06-04 09:00:00;2016-06-05 16:00:00;13;"Deutschland";"23847";"Rethwisch";"Buchrader Weg 2";"Sportplatz des VfL Rethwisch";13;"Pentatik";"Deutschland";"Rohlstorf";13;179;10,4401006536605;53,78423965;2;322;10,4067958;53,9709903
"2458";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";13;"Die Kuhdorf-Vereinigung";"Deutschland";"Liebenscheid";22;178;NA;NA;18;86;8,094925;50,6951129
"2459";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";14;"Problemkinder";"Deutschland";"Stuttgart";22;178;NA;NA;13;344;9,1800132;48,7784485
"2460";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";15;"Gossenhauer";"Deutschland";"Freiburg";22;178;NA;NA;37;149;13,3428889;50,9169415
"2461";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";16;"Mainzer Deserteure";"Deutschland";"Mainz";22;178;NA;NA;11;280;8,2710237;49,9999952
"2462";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";17;"Dropkick Cologne";"Deutschland";"KÃ¶ln";22;178;NA;NA;4;102;6,959974;50,938361
"2463";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";18;"Pink Brain";"Deutschland";"Darmstadt";22;178;NA;NA;22;328;8,651177;49,872775
"2464";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";19;"Keulen Eulen";"Deutschland";"SaarbrÃ¼cken";22;178;NA;NA;8;250;6,996379;49,234362
"2465";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";20;"Hurricane Blades";"Deutschland";"Bingen am Rhein";22;178;NA;NA;2;183;7,9;49,9667
"2466";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";21;"Unicorns of Doom";"Deutschland";"Homburg";22;178;NA;NA;1;446;7,3340336;49,3181673
"2467";"2. Rheinland-PfÃÂ¤lzische Meisterschaft";2016-06-04 09:00:00;2016-06-05 15:00:00;24;"Deutschland";"";"Mainz";"Jahnhalle am Kaiser Friedrich Turm";"55411 Bingen am Rhein";22;"SchÃÂÃÂ¤delschwenker";"Deutschland";"Homburg";22;178;NA;NA;15;377;7,3340336;49,3181673
"2468";"Graf-Bernhard-Pokal 2016";2016-06-11 09:00:00;2016-06-12 16:00:00;20;"Deutschland";"59555";"Lippstadt";"Harkortweg";"Jahnplatz";1;"HaWu AllstarZ";"Deutschland";"Gevelsberg";11;182;8,33126284098203;51,67408145;13;171;7,3401575;51,3213173
"2469";"3. Mitteldeutsche Meisterschaft";2016-06-11 09:00:00;2016-06-12 16:00:00;16;"Deutschland";"06108";"Halle Saale";"PeiÃnitzstraÃe";"Sportplatz Ziegelwiese";1;"Zonenkinder";"Deutschland";"Jena";13;181;11,9568511;51,4930211;82;472;11,5879359;50,9281717
"2470";"3. Mitteldeutsche Meisterschaft";2016-06-11 09:00:00;2016-06-12 16:00:00;16;"Deutschland";"06108";"Halle Saale";"PeiÃnitzstraÃe";"Sportplatz Ziegelwiese";2;"Jugglers Jugg";"Deutschland";"Halle Saale";13;181;11,9568511;51,4930211;27;224;11,9705452;51,4825041
"2471";"Graf-Bernhard-Pokal 2016";2016-06-11 09:00:00;2016-06-12 16:00:00;20;"Deutschland";"59555";"Lippstadt";"Harkortweg";"Jahnplatz";2;"GrÃÂ¼nanlagen Guerilla";"Deutschland";"Berlin";11;182;8,33126284098203;51,67408145;29;160;13,3888599;52,5170365
"2472";"Graf-Bernhard-Pokal 2016";2016-06-11 09:00:00;2016-06-12 16:00:00;20;"Deutschland";"59555";"Lippstadt";"Harkortweg";"Jahnplatz";3;"PaderBears";"Deutschland";"Paderborn";11;182;8,33126284098203;51,67408145;28;320;8,76486977817756;51,71895955
"2473";"3. Mitteldeutsche Meisterschaft";2016-06-11 09:00:00;2016-06-12 16:00:00;16;"Deutschland";"06108";"Halle Saale";"PeiÃnitzstraÃe";"Sportplatz Ziegelwiese";3;"Anima Equorum";"Deutschland";"Halle Saale";13;181;11,9568511;51,4930211;11;17;11,9705452;51,4825041
"2474";"Graf-Bernhard-Pokal 2016";2016-06-11 09:00:00;2016-06-12 16:00:00;20;"Deutschland";"59555";"Lippstadt";"Harkortweg";"Jahnplatz";4;"Schergen von Monasteria";"Deutschland";"MÃ¼nster";11;182;8,33126284098203;51,67408145;34;378;7,6251879;51,9625101
"2475";"3. Mitteldeutsche Meisterschaft";2016-06-11 09:00:00;2016-06-12 16:00:00;16;"Deutschland";"06108";"Halle Saale";"PeiÃnitzstraÃe";"Sportplatz Ziegelwiese";4;"Falco jugger";"Deutschland";"Berlin";13;181;11,9568511;51,4930211;53;112;13,3888599;52,5170365
"2476";"3. Mitteldeutsche Meisterschaft";2016-06-11 09:00:00;2016-06-12 16:00:00;16;"Deutschland";"06108";"Halle Saale";"PeiÃnitzstraÃe";"Sportplatz Ziegelwiese";5;"Juggernauts";"Deutschland";"NÃ¼rnberg";13;181;11,9568511;51,4930211;40;214;12,9118642;48,3619187
"2477";"Graf-Bernhard-Pokal 2016";2016-06-11 09:00:00;2016-06-12 16:00:00;20;"Deutschland";"59555";"Lippstadt";"Harkortweg";"Jahnplatz";5;"Jugger-Haufen-Bochum";"Deutschland";"Bochum";11;182;8,33126284098203;51,67408145;42;202;7,1401155;51,4716282
"2478";"Graf-Bernhard-Pokal 2016";2016-06-11 09:00:00;2016-06-12 16:00:00;20;"Deutschland";"59555";"Lippstadt";"Harkortweg";"Jahnplatz";6;"Chimaera Brunsviga";"Deutschland";"Braunschweig";11;182;8,33126284098203;51,67408145;34;56;10,5252669;52,2639962
"2479";"3. Mitteldeutsche Meisterschaft";2016-06-11 09:00:00;2016-06-12 16:00:00;16;"Deutschland";"06108";"Halle Saale";"PeiÃnitzstraÃe";"Sportplatz Ziegelwiese";6;"Amazonenkinder";"Deutschland";"Jena";13;181;11,9568511;51,4930211;34;12;11,5879359;50,9281717
"2480";"3. Mitteldeutsche Meisterschaft";2016-06-11 09:00:00;2016-06-12 16:00:00;16;"Deutschland";"06108";"Halle Saale";"PeiÃnitzstraÃe";"Sportplatz Ziegelwiese";7;"Leipziger Nachtwache";"Deutschland";"Leipzig";13;181;11,9568511;51,4930211;23;268;12,3810549;51,3391827
"2481";"Graf-Bernhard-Pokal 2016";2016-06-11 09:00:00;2016-06-12 16:00:00;20;"Deutschland";"59555";"Lippstadt";"Harkortweg";"Jahnplatz";7;"Problemkinder";"Deutschland";"Stuttgart";11;182;8,33126284098203;51,67408145;13;344;9,1800132;48,7784485
"2482";"Graf-Bernhard-Pokal 2016";2016-06-11 09:00:00;2016-06-12 16:00:00;20;"Deutschland";"59555";"Lippstadt";"Harkortweg";"Jahnplatz";8;"Weserkraken";"Deutschland";"Bremen";11;182;8,33126284098203;51,67408145;19;458;9,7627799;47,7205398
"2483";"3. Mitteldeutsche Meisterschaft";2016-06-11 09:00:00;2016-06-12 16:00:00;16;"Deutschland";"06108";"Halle Saale";"PeiÃnitzstraÃe";"Sportplatz Ziegelwiese";8;"GrÃÂ¼nanlagen Guerilla";"Deutschland";"Berlin";13;181;11,9568511;51,4930211;29;160;13,3888599;52,5170365
"2484";"3. Mitteldeutsche Meisterschaft";2016-06-11 09:00:00;2016-06-12 16:00:00;16;"Deutschland";"06108";"Halle Saale";"PeiÃnitzstraÃe";"Sportplatz Ziegelwiese";9;"Anima Equorum 2";"Deutschland";"Halle Saale";13;181;11,9568511;51,4930211;1;18;11,9705452;51,4825041
"2485";"Graf-Bernhard-Pokal 2016";2016-06-11 09:00:00;2016-06-12 16:00:00;20;"Deutschland";"59555";"Lippstadt";"Harkortweg";"Jahnplatz";9;"Cervisia Ultima";"Deutschland";"Duisburg";11;182;8,33126284098203;51,67408145;35;53;6,759562;51,434999
"2486";"3. Mitteldeutsche Meisterschaft";2016-06-11 09:00:00;2016-06-12 16:00:00;16;"Deutschland";"06108";"Halle Saale";"PeiÃnitzstraÃe";"Sportplatz Ziegelwiese";10;"Leipziger PartyhÃÂ¤nde";"Deutschland";"Leipzig";13;181;11,9568511;51,4930211;3;269;12,3810549;51,3391827
"2487";"Graf-Bernhard-Pokal 2016";2016-06-11 09:00:00;2016-06-12 16:00:00;20;"Deutschland";"59555";"Lippstadt";"Harkortweg";"Jahnplatz";10;"Living Undeads";"Deutschland";"Hannover";11;182;8,33126284098203;51,67408145;52;271;9,7385532;52,3744779
"2488";"3. Mitteldeutsche Meisterschaft";2016-06-11 09:00:00;2016-06-12 16:00:00;16;"Deutschland";"06108";"Halle Saale";"PeiÃnitzstraÃe";"Sportplatz Ziegelwiese";11;"Jugger Helden Bamberg";"Deutschland";"Bamberg";13;181;11,9568511;51,4930211;22;205;10,8876149;49,8926723
"2489";"Graf-Bernhard-Pokal 2016";2016-06-11 09:00:00;2016-06-12 16:00:00;20;"Deutschland";"59555";"Lippstadt";"Harkortweg";"Jahnplatz";11;"Keiler";"Deutschland";"Oldenburg";11;182;8,33126284098203;51,67408145;22;245;8,2146017;53,1389753
"2490";"3. Mitteldeutsche Meisterschaft";2016-06-11 09:00:00;2016-06-12 16:00:00;16;"Deutschland";"06108";"Halle Saale";"PeiÃnitzstraÃe";"Sportplatz Ziegelwiese";12;"Jugglers Jugg Academy";"Deutschland";"Halle Saale";13;181;11,9568511;51,4930211;7;225;11,9705452;51,4825041
"2491";"3. Mitteldeutsche Meisterschaft";2016-06-11 09:00:00;2016-06-12 16:00:00;16;"Deutschland";"06108";"Halle Saale";"PeiÃnitzstraÃe";"Sportplatz Ziegelwiese";13;"Die Goldenen Reiter";"Deutschland";"Dresden";13;181;11,9568511;51,4930211;3;78;13,7712517966471;51,09316395
"2492";"5. Berlin Masters";2016-06-11 10:00:00;2016-06-12 16:00:00;0;"Deutschland";"10965";"Berlin";"Columbiadamm 111";"Berlin";1;"Rigor Mortis";"Deutschland";"Berlin";7;183;13,4079108;52,4826748;59;359;13,3888599;52,5170365
"2493";"5. Berlin Masters";2016-06-11 10:00:00;2016-06-12 16:00:00;0;"Deutschland";"10965";"Berlin";"Columbiadamm 111";"Berlin";2;"GrÃÂ¼nanlagen Guerilla";"Deutschland";"Berlin";7;183;13,4079108;52,4826748;29;160;13,3888599;52,5170365
"2494";"5. Berlin Masters";2016-06-11 10:00:00;2016-06-12 16:00:00;0;"Deutschland";"10965";"Berlin";"Columbiadamm 111";"Berlin";3;"Rigor Mortis 2";"Deutschland";"Berlin";7;183;13,4079108;52,4826748;23;360;13,3888599;52,5170365
"2495";"5. Berlin Masters";2016-06-11 10:00:00;2016-06-12 16:00:00;0;"Deutschland";"10965";"Berlin";"Columbiadamm 111";"Berlin";4;"Skull!";"Deutschland";"Berlin";7;183;13,4079108;52,4826748;36;393;13,3888599;52,5170365
"2496";"5. Berlin Masters";2016-06-11 10:00:00;2016-06-12 16:00:00;0;"Deutschland";"10965";"Berlin";"Columbiadamm 111";"Berlin";5;"Blue Fangs";"Deutschland";"Frankfurt (Oder)";7;183;13,4079108;52,4826748;6;45;14,549452;52,3412273
"2497";"5. Berlin Masters";2016-06-11 10:00:00;2016-06-12 16:00:00;0;"Deutschland";"10965";"Berlin";"Columbiadamm 111";"Berlin";6;"Rigor Mortis 3";"Deutschland";"Berlin";7;183;13,4079108;52,4826748;12;361;13,3888599;52,5170365
"2498";"5. Berlin Masters";2016-06-11 10:00:00;2016-06-12 16:00:00;0;"Deutschland";"10965";"Berlin";"Columbiadamm 111";"Berlin";7;"Sonnenwende";"Deutschland";"Berlin";7;183;13,4079108;52,4826748;37;394;13,3888599;52,5170365
"2499";"Ligaqualifikation Nord-West";2016-06-18 10:00:00;2016-06-18 20:00:00;0;"Deutschland";"30167";"Hannover";"An der Graft 1";"SV Odin von 1905 e.V.";1;"Torpedo BÃÂ¤ÃÂ¤m!";"Deutschland";"Hamburg";10;184;9,70084354260108;52,38342585;33;430;10,000654;53,550341
"2500";"Ligaqualifikation Nord-West";2016-06-18 10:00:00;2016-06-18 20:00:00;0;"Deutschland";"30167";"Hannover";"An der Graft 1";"SV Odin von 1905 e.V.";1;"Living Undeads";"Deutschland";"Hannover";10;184;9,70084354260108;52,38342585;52;271;9,7385532;52,3744779
"2501";"Ligaqualifikation Nord-West";2016-06-18 10:00:00;2016-06-18 20:00:00;0;"Deutschland";"30167";"Hannover";"An der Graft 1";"SV Odin von 1905 e.V.";3;"Fischkoppkrieger";"Deutschland";"Kiel";10;184;9,70084354260108;52,38342585;42;119;10,1371858;54,3216753
"2502";"Ligaqualifikation Nord-West";2016-06-18 10:00:00;2016-06-18 20:00:00;0;"Deutschland";"30167";"Hannover";"An der Graft 1";"SV Odin von 1905 e.V.";4;"Nordische Sport Amatuere (NSA)";"Deutschland";"Flensburg";10;184;9,70084354260108;52,38342585;12;311;9,4333264;54,7833021
"2503";"Ligaqualifikation Nord-West";2016-06-18 10:00:00;2016-06-18 20:00:00;0;"Deutschland";"30167";"Hannover";"An der Graft 1";"SV Odin von 1905 e.V.";5;"Moonwalk to Pluto";"Deutschland";"GÃ¶ttingen";10;184;9,70084354260108;52,38342585;22;296;9,9352051;51,5327604
"2504";"Ligaqualifikation Nord-West";2016-06-18 10:00:00;2016-06-18 20:00:00;0;"Deutschland";"30167";"Hannover";"An der Graft 1";"SV Odin von 1905 e.V.";6;"Keiler";"Deutschland";"Oldenburg";10;184;9,70084354260108;52,38342585;22;245;8,2146017;53,1389753
"2505";"Ligaqualifikation Nord-West";2016-06-18 10:00:00;2016-06-18 20:00:00;0;"Deutschland";"30167";"Hannover";"An der Graft 1";"SV Odin von 1905 e.V.";7;"BlutgrÃÂ¤tsche";"Deutschland";"LÃ¼beck";10;184;9,70084354260108;52,38342585;25;46;10,684738;53,866444
"2506";"Ligaqualifikation Nord-West";2016-06-18 10:00:00;2016-06-18 20:00:00;0;"Deutschland";"30167";"Hannover";"An der Graft 1";"SV Odin von 1905 e.V.";8;"Fischkoppkrieger 2";"Deutschland";"Kiel";10;184;9,70084354260108;52,38342585;5;120;10,1371858;54,3216753
"2507";"Ligaqualifikation Nord-West";2016-06-18 10:00:00;2016-06-18 20:00:00;0;"Deutschland";"30167";"Hannover";"An der Graft 1";"SV Odin von 1905 e.V.";8;"Chimaera Brunsviga";"Deutschland";"Braunschweig";10;184;9,70084354260108;52,38342585;34;56;10,5252669;52,2639962
"2508";"Ligaqualifikation Nord-West";2016-06-18 10:00:00;2016-06-18 20:00:00;0;"Deutschland";"30167";"Hannover";"An der Graft 1";"SV Odin von 1905 e.V.";10;"Torpedo Kopflos";"Deutschland";"Hamburg";10;184;9,70084354260108;52,38342585;6;435;10,000654;53,550341
